Date,Median Sale Price,Average Sale Price,County
Oct 2020,279215.20,320202.32,New Haven
Nov 2020,271459.30,311344.66,New Haven
Dec 2020,275891.20,326270.75,New Haven
Jan 2021,245550.70,280270.27,New Haven
Feb 2021,244714.55,281174.69,New Haven
Mar 2021,254018.00,296237.28,New Haven
Apr 2021,261956.00,308672.18,New Haven
May 2021,275080.30,320011.64,New Haven
Jun 2021,291062.20,332782.55,New Haven
Jul 2021,287887.00,328091.07,New Haven
Aug 2021,282595.00,320192.02,New Haven
Sep 2021,278361.30,320301.28,New Haven
Oct 2021,275186.10,317212.65,New Haven
Nov 2021,281272.00,319754.73,New Haven
Dec 2021,283674.55,316831.78,New Haven
Jan 2022,250000.00,280603.22,New Haven
Feb 2022,257100.00,304245.04,New Haven
Mar 2022,265000.00,296610.30,New Haven
Apr 2022,265000.00,309779.32,New Haven
May 2022,288700.00,332433.00,New Haven
Jun 2022,302000.00,354364.33,New Haven
Jul 2022,300000.00,358537.24,New Haven
Aug 2022,300000.00,341366.06,New Haven
Sep 2022,290000.00,343801.14,New Haven
Oct 2022,298000.00,342922.87,New Haven
Jan 2001,199249.23,251897.90,New London
Feb 2001,218688.18,263735.08,New London
Mar 2001,207348.79,255102.99,New London
Apr 2001,224357.87,260901.19,New London
May 2001,210588.62,258277.95,New London
Jun 2001,231161.51,316474.89,New London
Jul 2001,225005.84,267800.44,New London
Aug 2001,223952.90,265804.99,New London
Sep 2001,223547.92,279632.44,New London
Oct 2001,226706.75,275783.80,New London
Nov 2001,218688.18,241410.23,New London
Dec 2001,205728.88,252862.45,New London
Jan 2002,217645.15,257748.21,New London
Feb 2002,222428.56,324593.55,New London
Mar 2002,216548.95,263810.50,New London
Apr 2002,227211.97,272653.75,New London
May 2002,229603.68,281229.06,New London
Jun 2002,251926.26,317728.62,New London
Jul 2002,245548.38,293735.46,New London
Aug 2002,255513.81,309929.36,New London
Sep 2002,246265.89,289701.92,New London
Oct 2002,239170.50,280508.32,New London
Nov 2002,239170.50,295762.04,New London
Dec 2002,240605.52,275442.19,New London
Jan 2003,241591.09,294938.88,New London
Feb 2003,249306.42,332066.99,New London
Mar 2003,250194.85,296318.68,New London
Apr 2003,271127.55,336789.59,New London
May 2003,257177.61,296030.57,New London
Jun 2003,264970.87,333178.20,New London
Jul 2003,278998.74,332946.69,New London
Aug 2003,288194.79,338242.93,New London
Sep 2003,292636.95,342596.14,New London
Oct 2003,280401.53,343322.83,New London
Nov 2003,273153.79,325681.73,New London
Dec 2003,272764.13,316507.27,New London
Jan 2004,260970.73,328478.85,New London
Feb 2004,265601.10,323489.18,New London
Mar 2004,273267.78,324132.98,New London
Apr 2004,289967.47,345233.79,New London
May 2004,303630.86,348869.72,New London
Jun 2004,305149.02,363011.51,New London
Jul 2004,318660.59,390239.89,New London
Aug 2004,299076.40,353946.45,New London
Sep 2004,305149.02,366151.26,New London
Oct 2004,318812.40,380762.82,New London
Nov 2004,296040.09,365495.36,New London
Dec 2004,311221.63,387800.94,New London
Jan 2005,304024.98,374397.64,New London
Feb 2005,323118.33,375909.70,New London
Mar 2005,315774.74,363928.82,New London
Apr 2005,320915.25,367237.74,New London
May 2005,345149.13,398385.53,New London
Jun 2005,358367.61,408481.30,New London
Jul 2005,338539.89,398652.15,New London
Aug 2005,362773.77,417169.03,New London
Sep 2005,341477.33,392786.76,New London
Oct 2005,336997.74,393964.24,New London
Nov 2005,367179.92,429020.74,New London
Dec 2005,348086.57,380161.77,New London
Jan 2006,332888.36,397003.31,New London
Feb 2006,320004.24,419390.53,New London
Mar 2006,339924.47,404424.00,New London
Apr 2006,341489.63,395245.91,New London
May 2006,341845.35,428768.59,New London
Jun 2006,350026.87,415072.35,New London
Jul 2006,341418.48,413658.75,New London
Aug 2006,348248.28,409672.59,New London
Sep 2006,325838.02,389525.29,New London
Oct 2006,342201.06,386400.69,New London
Nov 2006,326478.31,374573.21,New London
Dec 2006,320146.52,380607.50,New London
Jan 2007,334208.18,398440.61,New London
Feb 2007,313287.75,341663.81,New London
Mar 2007,338738.06,402919.96,New London
Apr 2007,343717.47,410163.79,New London
May 2007,349250.14,413225.57,New London
Jun 2007,346829.60,414457.99,New London
Jul 2007,374147.18,421756.28,New London
Aug 2007,340259.55,438027.03,New London
Sep 2007,331960.53,408817.93,New London
Oct 2007,316745.67,375717.63,New London
Nov 2007,334726.87,446559.55,New London
Dec 2007,325044.69,378466.85,New London
Jan 2008,301109.00,351261.63,New London
Feb 2008,277126.87,333213.46,New London
Mar 2008,291782.62,320087.29,New London
Apr 2008,300975.77,333218.88,New London
May 2008,313100.07,355456.18,New London
Jun 2008,310382.09,428215.48,New London
Jul 2008,314099.32,355256.75,New London
Aug 2008,290383.66,379862.74,New London
Sep 2008,287785.59,340647.69,New London
Oct 2008,286320.02,325205.52,New London
Nov 2008,253011.50,303062.77,New London
Dec 2008,254810.16,314868.15,New London
Jan 2009,247275.20,288612.91,New London
Feb 2009,253958.31,294511.27,New London
Mar 2009,247275.20,334181.36,New London
Apr 2009,277349.21,329825.14,New London
May 2009,275277.44,320281.87,New London
Jun 2009,268661.16,315244.52,New London
Jul 2009,287373.88,318089.70,New London
Aug 2009,265319.60,309378.91,New London
Sep 2009,267324.54,312213.30,New London
Oct 2009,266589.39,326030.72,New London
Nov 2009,267992.85,304312.47,New London
Dec 2009,252621.69,285567.14,New London
Jan 2010,249869.03,268612.76,New London
Feb 2010,255786.98,320779.95,New London
Mar 2010,286691.83,349834.84,New London
Apr 2010,263020.03,310570.64,New London
May 2010,276171.03,311805.35,New London
Jun 2010,263020.03,324767.77,New London
Jul 2010,236718.03,310005.45,New London
Aug 2010,282088.98,343001.54,New London
Sep 2010,276171.03,313572.49,New London
Oct 2010,298527.73,334219.63,New London
Nov 2010,246581.28,320564.77,New London
Dec 2010,260389.83,359252.06,New London
Jan 2011,248638.16,306533.96,New London
Feb 2011,242262.82,296322.85,New London
Mar 2011,216761.47,273829.39,New London
Apr 2011,229512.14,253501.60,New London
May 2011,229512.14,290955.39,New London
Jun 2011,239075.15,359028.06,New London
Jul 2011,233337.35,373534.45,New London
Aug 2011,260113.76,306259.40,New London
Sep 2011,247299.34,299128.30,New London
Oct 2011,225686.94,295713.89,New London
Nov 2011,232699.81,277918.55,New London
Dec 2011,242262.82,283874.93,New London
Jan 2012,218604.71,274017.72,New London
Feb 2012,227192.76,254784.09,New London
Mar 2012,247960.20,289812.25,New London
Apr 2012,262575.49,321879.12,New London
May 2012,274817.35,317716.69,New London
Jun 2012,246398.74,295915.67,New London
Jul 2012,281063.20,323513.21,New London
Aug 2012,234843.92,295357.17,New London
Sep 2012,256079.81,276745.64,New London
Oct 2012,238192.95,292296.28,New London
Nov 2012,243588.11,298144.51,New London
Dec 2012,212358.86,279544.82,New London
Jan 2013,196979.50,227050.27,New London
Feb 2013,196979.50,235471.72,New London
Mar 2013,227757.55,311829.51,New London
Apr 2013,221601.94,271516.02,New London
May 2013,235759.84,269447.44,New London
Jun 2013,248932.85,276629.02,New London
Jul 2013,246224.38,298386.71,New London
Aug 2013,257920.04,302785.13,New London
Sep 2013,243146.57,287444.24,New London
Oct 2013,255396.24,288414.33,New London
Nov 2013,215446.33,254292.15,New London
Dec 2013,215446.33,289491.08,New London
Jan 2014,194090.27,278685.51,New London
Feb 2014,190758.51,220972.30,New London
Mar 2014,205963.46,239352.13,New London
Apr 2014,199905.71,243638.23,New London
May 2014,230194.45,278986.70,New London
Jun 2014,236252.20,286249.47,New London
Jul 2014,227771.35,273079.33,New London
Aug 2014,236870.09,273091.18,New London
Sep 2014,242309.95,301525.85,New London
Oct 2014,216867.41,282448.40,New London
Nov 2014,228982.90,276158.49,New London
Dec 2014,229588.68,272007.98,New London
Jan 2015,214532.75,263651.60,New London
Feb 2015,187563.00,226574.49,New London
Mar 2015,208739.47,256551.10,New London
Apr 2015,199663.84,257636.59,New London
May 2015,240504.17,292305.49,New London
Jun 2015,217815.10,262485.50,New London
Jul 2015,260168.04,296389.29,New London
Aug 2015,228705.86,273648.19,New London
Sep 2015,211764.68,258286.62,New London
Oct 2015,189983.17,239948.51,New London
Nov 2015,214789.89,264912.21,New London
Dec 2015,204504.18,248275.02,New London
Jan 2016,200749.87,238259.13,New London
Feb 2016,213894.21,224009.85,New London
Mar 2016,203020.25,232047.28,New London
Apr 2016,191190.35,234287.09,New London
May 2016,223453.72,275536.50,New London
Jun 2016,230623.36,265994.74,New London
Jul 2016,230324.63,256888.22,New London
Aug 2016,246157.58,280308.31,New London
Sep 2016,224887.65,264718.33,New London
Oct 2016,233013.24,300510.81,New London
Nov 2016,203737.22,244071.16,New London
Dec 2016,236299.33,283636.83,New London
Jan 2017,214636.82,231957.64,New London
Feb 2017,218701.99,244487.37,New London
Mar 2017,192933.29,225770.65,New London
Apr 2017,217678.83,249861.33,New London
May 2017,222300.33,263096.19,New London
Jun 2017,247279.87,281650.36,New London
Jul 2017,251550.38,271175.18,New London
Aug 2017,236340.35,275270.34,New London
Sep 2017,245583.37,286254.88,New London
Oct 2017,260910.39,316981.15,New London
Nov 2017,223177.83,292131.41,New London
Dec 2017,245700.37,276656.72,New London
Jan 2018,207870.85,229143.12,New London
Feb 2018,211868.36,250769.24,New London
Mar 2018,221005.54,253381.37,New London
Apr 2018,222718.76,267875.50,New London
May 2018,239856.69,285601.06,New London
Jun 2018,245561.71,284972.01,New London
Jul 2018,249559.23,299487.83,New London
Aug 2018,248988.16,297733.62,New London
Sep 2018,210726.21,262587.92,New London
Oct 2018,234140.24,271090.68,New London
Nov 2018,229571.65,271938.76,New London
Dec 2018,221005.54,254199.30,New London
Jan 2019,229975.22,266247.29,New London
Feb 2019,224366.07,248382.46,New London
Mar 2019,221701.72,277951.84,New London
Apr 2019,229975.22,269395.03,New London
May 2019,241193.52,285525.40,New London
Jun 2019,259142.81,280627.83,New London
Jul 2019,252411.83,298903.06,New London
Aug 2019,246802.67,282778.74,New London
Sep 2019,241193.52,292390.94,New London
Oct 2019,233060.25,281445.81,New London
Nov 2019,232779.80,282051.04,New London
Dec 2019,246802.67,265978.94,New London
Jan 2020,227139.38,263164.22,New London
Feb 2020,220934.60,241787.49,New London
Mar 2020,232125.37,258236.75,New London
Apr 2020,251459.92,286906.69,New London
May 2020,256445.90,286873.16,New London
Jun 2020,265919.30,317572.15,New London
Jul 2020,278107.20,321871.32,New London
Aug 2020,279492.20,318828.59,New London
Sep 2020,297386.40,356495.89,New London
Oct 2020,288079.20,366659.81,New London
Nov 2020,287968.40,351737.40,New London
Dec 2020,276999.20,352458.53,New London
Jan 2021,237083.40,295149.98,New London
Feb 2021,264602.00,316526.13,New London
Mar 2021,252959.50,302797.44,New London
Apr 2021,264602.00,314572.95,New London
May 2021,278731.75,343142.03,New London
Jun 2021,296354.30,329630.03,New London
Jul 2021,291062.20,344333.69,New London
Aug 2021,301646.30,357802.70,New London
Sep 2021,284182.60,327060.53,New London
Oct 2021,285770.20,351271.75,New London
Nov 2021,284711.80,335271.11,New London
Dec 2021,291856.00,337766.46,New London
Jan 2022,265000.00,297195.49,New London
Feb 2022,251000.00,299886.64,New London
Mar 2022,264944.00,323800.90,New London
Apr 2022,260000.00,315557.42,New London
May 2022,288000.00,321838.45,New London
Jun 2022,302500.00,353586.35,New London
Jul 2022,275000.00,330713.08,New London
Aug 2022,300000.00,339756.58,New London
Sep 2022,300000.00,358295.90,New London
Oct 2022,300000.00,346221.14,New London
Jan 2001,228407.66,364844.70,Connecticut
Feb 2001,228407.66,372080.95,Connecticut
Mar 2001,231647.48,359198.04,Connecticut
Apr 2001,234887.31,359050.49,Connecticut
May 2001,242986.87,356798.62,Connecticut
Jun 2001,259185.99,398535.99,Connecticut
Jul 2001,259185.99,390351.26,Connecticut
Aug 2001,267285.55,413277.68,Connecticut
Sep 2001,255946.17,364211.19,Connecticut
Oct 2001,249025.09,343108.63,Connecticut
Nov 2001,244606.78,344026.10,Connecticut
Dec 2001,245416.74,354600.32,Connecticut
Jan 2002,246983.40,362848.13,Connecticut
Feb 2002,239090.77,353348.71,Connecticut
Mar 2002,250331.79,383665.97,Connecticut
Apr 2002,247142.85,360669.11,Connecticut
May 2002,263087.55,401555.25,Connecticut
Jun 2002,279510.59,440390.81,Connecticut
Jul 2002,285410.13,455243.92,Connecticut
Aug 2002,294976.95,440800.35,Connecticut
Sep 2002,274567.73,400298.25,Connecticut
Oct 2002,276640.54,394888.45,Connecticut
Nov 2002,272654.37,396788.33,Connecticut
Dec 2002,271059.90,384308.12,Connecticut
Jan 2003,268088.17,406638.58,Connecticut
Feb 2003,258736.26,367034.34,Connecticut
Mar 2003,264970.87,376867.99,Connecticut
Apr 2003,280557.39,402839.75,Connecticut
May 2003,291467.96,419911.50,Connecticut
Jun 2003,308613.13,451908.35,Connecticut
Jul 2003,323420.33,474278.01,Connecticut
Aug 2003,327316.96,482163.86,Connecticut
Sep 2003,307054.48,439965.36,Connecticut
Oct 2003,294585.26,418631.09,Connecticut
Nov 2003,303859.24,427232.24,Connecticut
Dec 2003,303937.17,425506.98,Connecticut
Jan 2004,295888.27,446619.46,Connecticut
Feb 2004,276304.08,433637.04,Connecticut
Mar 2004,295888.27,426328.27,Connecticut
Apr 2004,308185.32,478284.76,Connecticut
May 2004,333842.13,480108.15,Connecticut
Jun 2004,347657.34,505206.40,Connecticut
Jul 2004,358284.42,529710.49,Connecticut
Aug 2004,356766.26,524274.72,Connecticut
Sep 2004,340066.56,490068.00,Connecticut
Oct 2004,333993.95,470711.80,Connecticut
Nov 2004,340066.56,476902.41,Connecticut
Dec 2004,341584.72,479282.16,Connecticut
Jan 2005,333399.37,483470.43,Connecticut
Feb 2005,315774.74,475282.42,Connecticut
Mar 2005,330461.93,473585.26,Connecticut
Apr 2005,342211.69,496693.34,Connecticut
May 2005,355430.17,506832.11,Connecticut
Jun 2005,372907.93,539660.27,Connecticut
Jul 2005,389210.72,567013.16,Connecticut
Aug 2005,383321.15,567938.89,Connecticut
Sep 2005,364242.49,513218.25,Connecticut
Oct 2005,360570.69,499172.58,Connecticut
Nov 2005,364242.49,500599.27,Connecticut
Dec 2005,367179.92,515793.32,Connecticut
Jan 2006,348603.99,508752.73,Connecticut
Feb 2006,341489.63,494058.39,Connecticut
Mar 2006,355718.36,514921.72,Connecticut
Apr 2006,354295.49,494263.88,Connecticut
May 2006,358564.11,520057.82,Connecticut
Jun 2006,377061.46,547827.09,Connecticut
Jul 2006,377061.46,542498.34,Connecticut
Aug 2006,369804.81,516486.61,Connecticut
Sep 2006,362832.73,490983.53,Connecticut
Oct 2006,353939.77,467607.71,Connecticut
Nov 2006,354295.49,479439.00,Connecticut
Dec 2006,355718.36,500544.77,Connecticut
Jan 2007,344409.05,518898.48,Connecticut
Feb 2007,337493.21,490289.13,Connecticut
Mar 2007,349941.73,523377.59,Connecticut
Apr 2007,355197.77,524036.99,Connecticut
May 2007,366401.44,557154.90,Connecticut
Jun 2007,387148.97,586893.36,Connecticut
Jul 2007,380371.44,587299.50,Connecticut
Aug 2007,377605.11,558502.54,Connecticut
Sep 2007,345792.22,498762.94,Connecticut
Oct 2007,345792.22,480681.78,Connecticut
Nov 2007,345792.22,523690.37,Connecticut
Dec 2007,335764.25,482260.86,Connecticut
Jan 2008,309103.04,436936.84,Connecticut
Feb 2008,312433.90,460288.92,Connecticut
Mar 2008,314032.71,445631.07,Connecticut
Apr 2008,319761.77,463886.85,Connecticut
May 2008,319761.77,458690.97,Connecticut
Jun 2008,338081.45,503879.65,Connecticut
Jul 2008,345475.95,517566.47,Connecticut
Aug 2008,332951.94,507243.68,Connecticut
Sep 2008,313100.07,432829.61,Connecticut
Oct 2008,299776.66,403782.07,Connecticut
Nov 2008,289451.02,381956.07,Connecticut
Dec 2008,275128.36,366143.01,Connecticut
Jan 2009,261817.65,358336.80,Connecticut
Feb 2009,260641.42,356511.33,Connecticut
Mar 2009,267324.54,373839.04,Connecticut
Apr 2009,267324.54,361864.18,Connecticut
May 2009,283739.60,382647.61,Connecticut
Jun 2009,306086.59,424422.59,Connecticut
Jul 2009,308626.18,443048.14,Connecticut
Aug 2009,302076.73,433624.37,Connecticut
Sep 2009,287373.88,408174.57,Connecticut
Oct 2009,287373.88,407313.22,Connecticut
Nov 2009,287373.88,386237.08,Connecticut
Dec 2009,287373.88,413773.44,Connecticut
Jan 2010,264475.85,423543.79,Connecticut
Feb 2010,263020.03,393572.92,Connecticut
Mar 2010,276171.03,399283.69,Connecticut
Apr 2010,278472.46,419376.82,Connecticut
May 2010,289190.52,405661.93,Connecticut
Jun 2010,308719.76,449091.85,Connecticut
Jul 2010,302473.04,506189.86,Connecticut
Aug 2010,315229.51,482687.85,Connecticut
Sep 2010,289322.03,431357.65,Connecticut
Oct 2010,299185.28,438264.95,Connecticut
Nov 2010,289322.03,421659.69,Connecticut
Dec 2010,286691.83,453735.98,Connecticut
Jan 2011,265214.03,425918.24,Connecticut
Feb 2011,255013.49,397891.21,Connecticut
Mar 2011,244812.95,379478.34,Connecticut
Apr 2011,266489.10,431122.58,Connecticut
May 2011,280514.84,468815.60,Connecticut
Jun 2011,305378.66,505018.08,Connecticut
Jul 2011,289376.56,448128.98,Connecticut
Aug 2011,286890.18,441564.79,Connecticut
Sep 2011,279558.54,417950.61,Connecticut
Oct 2011,245131.72,354118.54,Connecticut
Nov 2011,256288.56,369673.84,Connecticut
Dec 2011,249913.22,358935.84,Connecticut
Jan 2012,226724.32,348308.55,Connecticut
Feb 2012,224850.56,334089.27,Connecticut
Mar 2012,238591.43,351082.48,Connecticut
Apr 2012,249833.96,354744.77,Connecticut
May 2012,264824.00,393675.87,Connecticut
Jun 2012,285747.59,449712.12,Connecticut
Jul 2012,287309.05,436853.29,Connecticut
Aug 2012,277593.63,425343.21,Connecticut
Sep 2012,254518.35,392358.53,Connecticut
Oct 2012,256079.81,355606.56,Connecticut
Nov 2012,247571.71,370559.75,Connecticut
Dec 2012,254830.64,439966.12,Connecticut
Jan 2013,226526.43,343285.22,Connecticut
Feb 2013,226526.43,349100.54,Connecticut
Mar 2013,232682.04,356816.86,Connecticut
Apr 2013,248686.62,374341.98,Connecticut
May 2013,273001.28,429641.30,Connecticut
Jun 2013,289313.65,464801.05,Connecticut
Jul 2013,295469.25,445276.69,Connecticut
Aug 2013,295469.25,438228.62,Connecticut
Sep 2013,264691.21,377940.87,Connecticut
Oct 2013,258535.60,353087.95,Connecticut
Nov 2013,246224.38,379969.61,Connecticut
Dec 2013,252379.99,399543.55,Connecticut
Jan 2014,226559.80,346525.36,Connecticut
Feb 2014,220926.10,332731.36,Connecticut
Mar 2014,218078.96,335706.75,Connecticut
Apr 2014,237463.75,373716.94,Connecticut
May 2014,260483.20,412100.16,Connecticut
Jun 2014,279867.99,433390.75,Connecticut
Jul 2014,281214.02,418042.80,Connecticut
Aug 2014,278656.44,428924.84,Connecticut
Sep 2014,249579.25,365178.41,Connecticut
Oct 2014,244733.05,366450.88,Connecticut
Nov 2014,248791.74,371663.47,Connecticut
Dec 2014,235040.65,371618.09,Connecticut
Jan 2015,224470.56,345393.97,Connecticut
Feb 2015,220840.31,347873.12,Connecticut
Mar 2015,229915.94,337334.10,Connecticut
Apr 2015,234756.28,367478.19,Connecticut
May 2015,262799.97,397256.49,Connecticut
Jun 2015,278319.30,426871.26,Connecticut
Jul 2015,280739.46,418739.45,Connecticut
Aug 2015,272268.88,396176.30,Connecticut
Sep 2015,260168.04,366286.11,Connecticut
Oct 2015,242016.78,360175.48,Connecticut
Nov 2015,235966.36,343532.44,Connecticut
Dec 2015,241895.77,340162.69,Connecticut
Jan 2016,233013.24,340987.72,Connecticut
Feb 2016,223453.72,323816.76,Connecticut
Mar 2016,225246.13,323747.80,Connecticut
Apr 2016,238987.94,348273.16,Connecticut
May 2016,259301.91,361730.89,Connecticut
Jun 2016,274836.13,412935.95,Connecticut
Jul 2016,274836.13,379152.93,Connecticut
Aug 2016,274836.13,371682.85,Connecticut
Sep 2016,262767.24,357903.50,Connecticut
Oct 2016,252132.28,360088.97,Connecticut
Nov 2016,250937.34,345757.87,Connecticut
Dec 2016,249742.40,346692.02,Connecticut
Jan 2017,231543.35,336662.20,Connecticut
Feb 2017,228150.34,337692.58,Connecticut
Mar 2017,225810.34,322417.99,Connecticut
Apr 2017,239850.36,340791.18,Connecticut
May 2017,254182.88,347510.79,Connecticut
Jun 2017,276120.41,382040.01,Connecticut
Jul 2017,278460.42,382657.17,Connecticut
Aug 2017,276061.91,409266.37,Connecticut
Sep 2017,260793.39,350722.09,Connecticut
Oct 2017,265590.40,348496.89,Connecticut
Nov 2017,254475.38,350838.74,Connecticut
Dec 2017,254782.51,372573.18,Connecticut
Jan 2018,234140.24,325456.54,Connecticut
Feb 2018,225859.67,339964.89,Connecticut
Mar 2018,239850.98,348601.86,Connecticut
Apr 2018,251272.45,361928.47,Connecticut
May 2018,256983.19,356481.99,Connecticut
Jun 2018,284394.73,400878.88,Connecticut
Jul 2018,283252.58,417276.45,Connecticut
Aug 2018,277541.84,431251.64,Connecticut
Sep 2018,252757.24,351328.74,Connecticut
Oct 2018,249559.23,332025.64,Connecticut
Nov 2018,247274.93,344614.49,Connecticut
Dec 2018,251272.45,358956.64,Connecticut
Jan 2019,229975.22,327409.17,Connecticut
Feb 2019,224029.52,296602.01,Connecticut
Mar 2019,239510.78,327797.41,Connecticut
Apr 2019,246802.67,347978.35,Connecticut
May 2019,266995.62,363114.90,Connecticut
Jun 2019,280345.40,387294.61,Connecticut
Jul 2019,280457.58,377723.57,Connecticut
Aug 2019,274848.43,378084.57,Connecticut
Sep 2019,261386.47,350161.60,Connecticut
Oct 2019,255777.32,338308.29,Connecticut
Nov 2019,256749.94,347508.72,Connecticut
Dec 2019,258020.98,339848.22,Connecticut
Jan 2020,247083.33,352413.59,Connecticut
Feb 2020,239659.75,319072.17,Connecticut
Mar 2020,259271.29,337233.91,Connecticut
Apr 2020,282816.23,358439.27,Connecticut
May 2020,285863.22,382084.60,Connecticut
Jun 2020,293508.40,425598.31,Connecticut
Jul 2020,310826.40,446235.94,Connecticut
Aug 2020,325751.10,484315.44,Connecticut
Sep 2020,322981.10,477262.57,Connecticut
Oct 2020,317995.10,460308.98,Connecticut
Nov 2020,311347.20,437127.39,Connecticut
Dec 2020,310239.20,459227.83,Connecticut
Jan 2021,284182.60,393701.04,Connecticut
Feb 2021,280478.20,420574.89,Connecticut
Mar 2021,281668.90,421838.97,Connecticut
Apr 2021,297677.30,450972.99,Connecticut
May 2021,312230.40,479508.52,Connecticut
Jun 2021,332340.20,495536.67,Connecticut
Jul 2021,333398.60,505592.93,Connecticut
Aug 2021,333398.60,484581.14,Connecticut
Sep 2021,309055.20,425930.32,Connecticut
Oct 2021,309055.20,427607.13,Connecticut
Nov 2021,306938.40,426048.15,Connecticut
Dec 2021,312230.40,433527.72,Connecticut
Jan 2022,275000.00,388570.25,Connecticut
Feb 2022,282000.00,398196.89,Connecticut
Mar 2022,285000.00,405611.14,Connecticut
Apr 2022,300000.00,437059.63,Connecticut
May 2022,310000.00,437711.41,Connecticut
Jun 2022,333000.00,490462.24,Connecticut
Jul 2022,340000.00,488122.60,Connecticut
Aug 2022,331000.00,484793.62,Connecticut
Sep 2022,320000.00,435715.64,Connecticut
Oct 2022,320000.00,427087.92,Connecticut
Jan 2001,210426.63,236289.09,Tolland
Feb 2001,191959.63,213622.86,Tolland
Mar 2001,210588.62,222117.34,Tolland
Apr 2001,207348.79,218343.02,Tolland
May 2001,224438.87,241021.46,Tolland
Jun 2001,242986.87,249782.53,Tolland
Jul 2001,246226.69,262496.29,Tolland
Aug 2001,242905.87,275216.82,Tolland
Sep 2001,246226.69,247902.27,Tolland
Oct 2001,267285.55,260158.03,Tolland
Nov 2001,238127.13,258505.23,Tolland
Dec 2001,232376.44,244776.45,Tolland
Jan 2002,215253.45,246906.61,Tolland
Feb 2002,229603.68,297138.39,Tolland
Mar 2002,223225.80,257107.14,Tolland
Apr 2002,235503.22,245961.53,Tolland
May 2002,241562.20,258082.29,Tolland
Jun 2002,248737.32,259663.55,Tolland
Jul 2002,271059.90,284650.99,Tolland
Aug 2002,247142.85,265700.25,Tolland
Sep 2002,271059.90,294305.89,Tolland
Oct 2002,268588.47,288691.02,Tolland
Nov 2002,262609.21,282153.11,Tolland
Dec 2002,270262.66,324015.31,Tolland
Jan 2003,249384.35,276448.36,Tolland
Feb 2003,257177.61,289737.45,Tolland
Mar 2003,247046.37,258715.98,Tolland
Apr 2003,250943.00,269199.75,Tolland
May 2003,264970.87,276220.05,Tolland
Jun 2003,264892.94,294133.78,Tolland
Jul 2003,276271.10,297957.15,Tolland
Aug 2003,277050.42,315005.86,Tolland
Sep 2003,270426.15,277362.91,Tolland
Oct 2003,269646.83,288791.90,Tolland
Nov 2003,278842.87,302820.50,Tolland
Dec 2003,272764.13,289286.82,Tolland
Jan 2004,230759.45,251528.98,Tolland
Feb 2004,264158.85,272381.66,Tolland
Mar 2004,250495.46,276955.09,Tolland
Apr 2004,288449.32,321906.85,Tolland
May 2004,275545.01,287544.26,Tolland
Jun 2004,302112.71,321821.73,Tolland
Jul 2004,318812.40,334505.41,Tolland
Aug 2004,320330.56,341286.00,Tolland
Sep 2004,302416.34,327881.04,Tolland
Oct 2004,311221.63,325332.20,Tolland
Nov 2004,318812.40,337806.88,Tolland
Dec 2004,326403.18,334650.20,Tolland
Jan 2005,301381.28,330897.93,Tolland
Feb 2005,279056.74,294444.20,Tolland
Mar 2005,293743.94,321635.69,Tolland
Apr 2005,291540.86,305546.69,Tolland
May 2005,330388.50,348841.03,Tolland
Jun 2005,330461.93,343911.61,Tolland
Jul 2005,315774.74,336490.87,Tolland
Aug 2005,331196.29,350752.23,Tolland
Sep 2005,337658.66,358630.88,Tolland
Oct 2005,315774.74,346240.57,Tolland
Nov 2005,311368.58,334586.81,Tolland
Dec 2005,348086.57,364008.37,Tolland
Jan 2006,337221.01,350099.51,Tolland
Feb 2006,296932.34,319168.53,Tolland
Mar 2006,320146.52,341873.94,Tolland
Apr 2006,320146.52,336856.89,Tolland
May 2006,321569.40,327706.30,Tolland
Jun 2006,325838.02,339225.74,Tolland
Jul 2006,327260.89,360311.04,Tolland
Aug 2006,353317.26,370165.83,Tolland
Sep 2006,335015.55,365951.11,Tolland
Oct 2006,324059.43,325547.23,Tolland
Nov 2006,319435.09,338969.11,Tolland
Dec 2006,294534.80,305736.53,Tolland
Jan 2007,325044.69,333730.53,Tolland
Feb 2007,301530.82,305874.05,Tolland
Mar 2007,329194.19,337188.85,Tolland
Apr 2007,317990.53,332375.13,Tolland
May 2007,311213.00,340811.97,Tolland
Jun 2007,324906.37,336968.00,Tolland
Jul 2007,343025.88,356614.48,Tolland
Aug 2007,338876.38,347238.18,Tolland
Sep 2007,318128.84,342187.97,Tolland
Oct 2007,320895.18,331878.58,Tolland
Nov 2007,325044.69,349232.60,Tolland
Dec 2007,328502.61,341086.58,Tolland
Jan 2008,293114.96,289535.35,Tolland
Feb 2008,296445.81,315381.08,Tolland
Mar 2008,293114.96,306844.42,Tolland
Apr 2008,292981.72,305557.91,Tolland
May 2008,324703.42,338593.35,Tolland
Jun 2008,305106.02,335113.12,Tolland
Jul 2008,304439.85,331113.28,Tolland
Aug 2008,299776.66,325394.11,Tolland
Sep 2008,293114.96,313181.42,Tolland
Oct 2008,286453.25,302225.15,Tolland
Nov 2008,279791.55,315067.17,Tolland
Dec 2008,292981.72,314681.95,Tolland
Jan 2009,259473.88,262131.47,Tolland
Feb 2009,289378.81,294428.69,Tolland
Mar 2009,299403.48,297207.17,Tolland
Apr 2009,300740.10,298249.51,Tolland
May 2009,287373.88,313286.44,Tolland
Jun 2009,310764.77,316681.26,Tolland
Jul 2009,307423.22,323407.70,Tolland
